rec_no,vs1,vs2,vq1,vq2,vq3_1,vq3_2,vq3_3,vq3_4,vq3_5,vq3_6,vq3_7,vq3_8,vq3a,vq4_1,vq4_2,vq4_3,vq4_4,vq4_5,vq4_6,vq4_7,vq4_8,vq4a,vq5,vq5a,vq6_1,vq6_2,vq6_3,vq6_4,vq6_5,vq6_6,vq6_7,vq6_8,vq6a,vq7,vq7a,vq8,vq9_1,vq9_2,vq9_3,vq9_4,vq9_5,vq9_6,vq9_7,vq9_8,vq9a,vq10,vq11,vq12_1,vq12_2,vq12_3,vq12_4,vq12_5,vq12_6,vq12_7,vq12a,vq13_1,vq13_2,vq13_3,vq13_4,vq13_5,vq13_6,vq13_7,vq13_8,vq13a,vq14_1,vq14_2,vq14_3,vq14_4,vq14_5,vq14_6,vq14_7,vq14_8,vq14a,vq15,vq16,vq16a,vq17_1,vq17_2,vq17_3,vq17_4,vq17_5,vq17a,vq18_1,vq18_2,vq18_3,vq18_4,vq18_5,vq18_6,vq18_7,vq18_8,vq19,vq20,vq21,vq22,vq22a,vq23,vq23a,vq24,vq24a,vq25,vq25a,vq26_1,vq26_2,vq27,vq28,vq29,vq30_1,vq30_2,vq30_3,vq30_4,vq30_5,vq30_6,vq30a,vq31,vq31a,vq32,vq32a,vq33,vq33a,vq34,vq34a,vq35,vq35a,vq36,vq36a,vq37,vq38_1,vq38_2,vq38_3,vq38_4,vq38_5,vq38_6,vq38_7,vq38_8,vq38a,vq39_1,vq39_2,vq39_3,vq39_4,vq39_5,vq39_6,vq39_7,vq39_8,vq39a,vq40,vq40a,vq41_1,vq41_2,vq41_3,vq41_4,vq41_5,vq41a,vq42,vq42a,vq43_1,vq43_2,vq43_3,vq43_4,vq43_5,vq43_6,vq43a,vq44_1,vq44_2,vq44_3,vq44_4,vq44_5,vq44_6,vq44a,vq45_1,vq45_2,vq45_3,vq45_4,vq45a,vq46_1,vq46_2,vq46_3,vq46_4,vq46a,vq47_1,vq47_2,vq47_3,vq47_4,vq47a,vq48_1,vq48_2,vq48_3,vq48a,vq49,vq50,vq51_1,vq51_2,vq51_3,vq51_4,vq51_5,vq51_6,vq51_7,vq51_8,vq51a,vq52_1,vq52_2,vq52_3,vq52_4,vq52_5,vq52_6,vq52_7,vq52_8,vq52a,vq53,vq54_1,vq54_2,vq54_3,vq54_4,vq54_5,vq54_6,vq54_7,vq54_8,vq54a,vq55_1,vq55_2,vq55_3,vq55_4,vq55_5,vq55_6,vq55_7,vq55_8,vq55a,vq56,vq57,vq57a,vq58,vq58a,vq59,vq60_1,vq60_2,vq60_3,vq60_4,vq60_5,vq60_6,vq60_7,vq60_8,vq61,vq61a,vq62,vq62a,vq63,vq63a,vq64,vq64a,vq65,vq66,vq67,vq68,vq69,vq70,vq71,vq72,vq73,vq74,vq75,vq76,vq77,vq78,vq79,vq80,vq81,vq82,vq83,vq84,vq85,vq86,vq87,vq88,vq89,vq90,vs3,vs4,vs6,vs7,vs7a,vs8,vs9,vs10,vs11,vs12_1,vs12_2,vs12_3,vs12_4,vs12_5,vs12_6,vs12_7,vs12_8,vs12a,vs12b,vs12c,vs12d,vs12e,vs12f,vs12g,vs12h,vs12i,vs12j,vs12k,vs12l,vs12m,vs12n,vs12z,vs12za,varea,age,area,sex,marriage,edu,income,live,job,w3
1511,15,9,54,2,6, , , , , , , , ,6, , , , , , , , ,6, ,6, , , , , , , , ,6, ,2, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , ,1, , , , , , , ,5,5,5,1, ,1, ,9995, ,1, ,3, , , , ,1, , , , , , ,1, ,3, , , , , , , , , ,1,2, , , , , , , , ,1, , , , , , , , ,2, ,1, , , , , ,1, ,3, , , , , , ,3, , , , , , ,90, , , , , , , , , ,1, , , , ,1, , , ,1,1,1, , , , , , , , ,1, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,5, , ,6, , , , , , , ,6, ,6, ,1, ,2, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,20, , ,4,0,2,4, , , , , , , , , , ,3, , , , , , , , , , , , ,6002,4,200,2,2,4, ,1,20,.648683057271528
2908,11,18,79,1,1,6, , , , , , , ,1,6, , , , , , , ,6, ,1,6, , , , , , , ,6, ,2, , , , , , , , , , , , , , , , , , , ,4, , , , , , , , ,4, , , , , , , , , , , , , , , , , ,7,8,25,2,13, , , ,6,6,6,90, ,94,中投有線,901, ,2, ,3, , , , ,1, , , , , , ,1, ,3, , , , , , , , , ,1,2,6,10, , , , , , ,1,3,4, , , , , , ,1, ,90, , , , , ,3, ,3, , , , , , ,3, , , , , , ,90, , , , , , , , , ,2, , , , ,1, , , ,1,1,16,11,13,27,2,1,20, , ,1,2,11,13,16,20, , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,1,2,8,10,11, , , ,10, ,10, ,8, ,11, ,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,2,2,3,3,3,3,3,2,3,3,1,2,1,6, ,5,5,1,3,4, , , , , , , , , , ,3, , , , , , , , , , , , ,3005,2,100,1,1,1,5,2,6,2.24476924011992
5913,13,13,64,2,4, , , , , , , , ,4, , , , , , , , ,4, ,4, , , , , , , , ,4, ,2, , , , , , , , , , , , , , , , , , , ,4, , , , , , , , ,4, , , , , , , , , , , , , , , , , ,6, , , , , , , ,2,3,2,1, ,1, ,1302, ,1, ,1, ,1,999, ,1,4, , , , , ,4, , , , , , , ,1, , , ,1,1, , , , , , , , ,1, , , , , , , , ,1, ,1, , , , , ,1, ,1, , , , , , ,1, , , , , , ,90, , , , , , , , , , , , , , ,2, , , ,2, , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,98, , , , , , , , , ,7, ,1, ,3, ,2,2,2,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,3,3,98,98,8,22, , ,98,0,4,4, , , , , , , , , , ,3, , , , , , , , , , , , ,4004,3,400,2,96,8, ,96,22,.836577400645572
5916,13,13,77,2,6, , , , , , , , ,6, , , , , , , , ,6, ,6, , , , , , , , ,6, ,2, , , , , , , , , , , , , , , , , , , ,98, , , , , , , , , , , , , , , , , , , , , , , , , , ,98, , , , , , , ,2,2,2,1, ,1, ,9995, ,98, ,1, ,96,999996, ,1, , , , , , ,1, ,96, , , , , , , , , ,96, , , , , , , , , , , , , , , , , , ,96, ,96, , , , , ,96, ,90, , , , , , , , , , , , , ,98, , , , , , , , , , , , , , ,1, , , ,1,96, , , , , , , , , , , , , , , , , , ,96, , , , , , , , , , , , , , , , , , , , , , , , ,96, , , , , , , , , ,1, ,96, ,12, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,96,96,96,96,2,2,96,96,1,1,7,14, ,98,3,0,4,4, , , , , , , , , , ,3, , , , , , , , , , , , ,4004,2,400,2,1,7,96,1,14,.705057725990266
1509,15,15,62,1,6, , , , , , , , ,6, , , , , , , , ,6, ,6, , , , , , , , ,6, ,1,6, , , , , , , , ,996,2, , , , , , , , ,1,4, , , , , , , ,1,4, , , , , , , , , , , , , , , , ,5,7,6, , , , , ,2,2,96,90, ,1, ,9995, ,2, ,3, , , , ,1, , , , , , ,1, ,1, , , , , , , , , ,1,2,5, , , , , , , ,1,2, , , , , , , ,3, ,1, , , , , ,2, ,3, , , , , , ,3, , , , , , ,90, , , , , , , , , ,3, , , , ,1, , , ,1,1,2,4, , , , , , , ,2,4, , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, , ,1, , , , , , , ,1, ,10, ,1, ,3, ,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,5,6, ,96,2,0,4,4, , , , , , , , , , ,2, , , , , , , , , , , , ,6002,3,600,1,2,5,96,1,6,.77395192856318
5253,4,11,71,2,6, , , , , , , , ,6, , , , , , , , ,6, ,6, , , , , , , , ,6, ,1,6, , , , , , , , ,996,2, , , , , , , , ,96, , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,3,2, , , , ,5,5,5,90, ,1, ,9995, ,2, ,3, , , , ,1, , , , , , ,1, ,1, , , , , , , , , ,1,1,5, , , , , , , ,2,3, , , , , , , ,3, ,90, , , , , ,96, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,2, , , ,1,1,10,20,4, , , , , , ,4, , , , , , , , ,1,11, , , , , , , , ,1, , , , , , , , ,2000,5, , , ,4,8, , , , , , , ,8, ,3, ,1, ,8, ,1,1,1,1,3,3,3,3,3,3,2,2,3,3,96,96,96,96,96,96,96,96,96,96,96,96,1,2,6,18, ,5,98,98,98,4, , , , , , , , , , ,2, , , , , , , , , , , , ,3003,3,300,2,1,6,5,2,18,.316534413229779
5261,4,11,83,2,4,1,6, , , , , , ,1,4,6, , , , , , ,6, ,4,1,6, , , , , , ,6, ,1,6, , , , , , , , ,996,1,96, , , , , , , ,1,4, , , , , , , ,1,4, , , , , , , ,1,2, ,1, , , , , ,18,7,25,3,4,6,17,13,5,6,96,96, ,96, ,9996, ,2, ,2, ,96, ,999996,1, , , , , , ,1, ,5, , , , , , , , , ,1,2, , , , , , , , ,2, , , , , , , , ,2, ,1, , , , , ,3, ,1, , , , , , ,90, , , , , , ,90, , , , , , , , , , , , , , ,2, , , ,1,1,1,3,18,23, , , , , ,1,18, , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,8, , , , , ,8, ,6, ,8, ,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,14, ,5,1, ,4,4, , , , , , , , , , ,2, , , , , , , , , , , , ,3003,1,300,2,1,7,5,2,14,.264493846712133
2107,6,6,54,2,1,6,5,3, , , , , ,1,3,5,6, , , , , ,6, ,5,6, , , , , , , ,6, ,96, , , , , , , , , , , , , , , , , , , ,96, , , , , , , , , , , , , , , , , , , , , , , , , , ,13,2, , , , , , ,1,1,1,1, ,90, ,9995, ,2, ,3, , , , ,1, , , , , , ,1, ,3, , , , , , , , , ,1,2, , , , , , , , ,1,8, , , , , , , ,3, ,90, , , , , ,3, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,1, , , ,1,1,6,1, , , , , , , ,1, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,1, , , , , , , ,1, ,96, ,96, ,96, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,5,9, ,3,1, ,4,4, , , , , , , , , , ,2, , , , , , , , , , , , ,5004,4,500,2,5,5,3,2,9,1.30458983972277
2901,11,11,45,1,6, , , , , , , , ,90, , , , , , , , , , ,90, , , , , , , , ,90, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,6,8, , , , , , ,6,6,6,90, ,96, ,901, ,90, ,3, , , , ,90, , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,96, ,96, , , , , ,96, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,7, , ,1, , , , , , , ,1, ,1, ,96, ,96, ,96,96,96,96,96,96,96,96,96,96,96,96,96,2,96,96,96,96,96,96,96,96,96,96,96,96,1,2,3,23, , ,4,1,1,4, , , , , , , , , , ,2, , , , , , , , , , , , ,3005,5,300,1,1,1, ,2,23,.352404832035411
5912,13,20,77,1,3,6, , , , , , , ,3,6, , , , , , , ,6, ,6, , , , , , , , ,6, ,96, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,16,5,6, , , , , ,96,96,96,1, ,1, ,9996, ,2, ,3, , , , ,1,3, , , , , ,1, ,3, , , , , , , , , ,1,5, , , , , , , , ,98, , , , , , , , ,3, ,90, , , , , ,1, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,2, , , ,1,1,98, , , , , , , , , , , , , , , , , ,1,98, , , , , , , , ,98, , , , , , , , ,999996,98, , , ,96,98, , , , , , , , , ,1, ,3, ,10, ,1,1,1,2,2,3,3,3,98,3,96,96,96,2,3,96,96,96,96,96,96,96,96,96,96,96,1,1,5,98, ,98,2,0,4,4, , , , , , , , , , ,2, , , , , , , , , , , , ,4004,2,400,1,1,5,96,1,96,.493495259910932
2101,5,5,62,1,6,1, , , , , , , ,1,6, , , , , , , ,6, ,6,3, , , , , , , ,6, ,1,9,8, , , , , , , ,996,2, , , , , , , , ,4, , , , , , , , ,4, , , , , , , , , , , , , , , , , ,2,7,3,13, , , , ,1,1,96,1, ,1, ,1404, ,1, ,1, ,1,999996, ,3, , , , , , ,3, , , , , ,1, , , , , ,1,1,5,11, , , , , , ,2,3,8,9, , , , , ,2, ,1, , , , , ,3, ,2, , ,3, , , ,3, , , , , , ,1,2, , , ,1,2, , , ,1,2,3, , ,2, , , ,1,1,10,2,27,25,13, , , , ,2,10,13,25,27, , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2, , ,1,2,6,7,8, , , ,1, ,1, ,8, ,3, ,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,7,3, ,6,3,1,4,4, , , , , , , , , , ,1, , , , , , , , , , , , ,5004,3,400,1,2,7,6,1,3,.884198314495324
2811,1,1,56,2,6, , , , , , , , ,6, , , , , , , , ,6, ,6, , , , , , , , ,6, ,1,3,5,6,9, , , , , ,996,2, , , , , , , , ,4,7, , , , , , , ,4,7, , , , , , , , , , , , , , , , ,27,24,4,16,17,18,13, ,3,5,5,1, ,90, ,9995, ,1, ,3, , , , ,1, , , , , , ,1, ,2, , , , , , , , , ,1,3,8,9, , , , , , ,2,3, , , , , , , ,3, ,1, , , , , ,1, ,3, , , , , , ,3, , , , , , ,1,2, , , ,1,2, , , ,1,2,3, , ,1, , , ,1,1,3,16,6,5,25,26,17,9, ,3,5,6,16,17, , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,2,3,8,10,12, , , ,10, ,2, ,1, ,10, ,1,1,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,8,19, ,98,3,0,4,4, , , , , , , , , , ,1, , , , , , , , , , , , ,1004,4,100,2,1,8,96,1,19,1.5113802303796
3203,2,6,83,1,6, , , , , , , , ,6, , , , , , , , ,6, ,6, , , , , , , , ,6, ,1,8, , , , , , , , ,996,96, , , , , , , , ,96, , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , ,1,1,1,1, ,1, ,9996, ,1, ,96, , , , ,1, , , , , , ,1, ,4, , , , , , , , , ,1,1, , , , , , , , ,3, , , , , , , , ,96, ,2, , , , , ,96, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,2, , , ,1,1,1, , , , , , , , ,1, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,1, , , , , , , ,1, ,96, ,96, ,96, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,1,2,7,19, ,98,5,0,4,4, , , , , , , , , , ,1, , , , , , , , , , , , ,1002,1,500,1,1,7,96,2,19,.884070666461335
3206,4,7,86,2,6, , , , , , , , ,6, , , , , , , , ,6, ,6, , , , , , , , ,6, ,1,8, , , , , , , , ,21,2, , , , , , , , ,4, , , , , , , , ,4, , , , , , , , , , , , , , , , , ,7,2, , , , , , ,1,1,1,1, ,90, ,9995, ,1, ,3, , , , ,1, , , , , , ,1, ,1, , , , , , , , , ,1,2, , , , , , , , ,1, , , , , , , , ,3, ,1, , , , , ,96, ,3, , , , , , ,90, , , , , , ,90, , , , , , , , , , , , , , ,2, , , ,1,2,5, , , , , , , , ,5, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,1, , , , , , , ,1, ,1, ,2, ,4, ,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,7,21, , ,1, ,4,4, , , , , , , , , , ,1, , , , , , , , , , , , ,1002,1,600,2,1,7, ,2,21,.37508953936346
5203,4,4,77,1,3,6, , , , , , , ,3,6, , , , , , , ,6, ,6, , , , , , , , ,6, ,1,9,8,6, , , , , , ,20,2, , , , , , , , ,4, , , , , , , , ,4, , , , , , , , , , , , , , , , , ,11,6,17,13,24, , , ,6,6,6,90, ,90, ,9995, ,3, ,3, , , , ,1, , , , , , ,1, ,5, , , , , , , , , ,1,2,5, , , , , , , ,2,3, , , , , , , ,3, ,1, , , , , ,1, ,3, , , , , , ,3, , , , , , ,1, , , , ,1, , , , ,1, , , , ,2, , , ,1,1,3, , , , , , , , ,3, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,8, , , , , , , ,8, ,96, ,96, ,96, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,4,4,3,96,1,1,7,19, ,98,1, ,4,4, , , , , , , , , , ,1, , , , , , , , , , , , ,3003,2,300,1,1,7,96,1,19,1.12030810485409
2824,2,1,47,1,1,3, , , , , , , ,1,3, , , , , , , ,3, ,3, , , , , , , , ,3, ,2, , , , , , , , , , , , , , , , , , , ,3,4, , , , , , , ,3,4, , , , , , , , , , , , , , , , ,3,23,1,24,20,6,10,13,1,2,2,1, ,10, ,210, ,2, ,3, , , , ,3, , , , , , ,3, , , , , ,3, , , , , ,1,2,5,6, , , , , , ,2,9, , , , , , , ,2, ,2, , , , , ,2, ,1,3,2, , , , ,2,3, , , , , ,1, , , , ,90, , , , ,96, , , , ,1, , , ,1,1,5,25, , , , , , , ,25, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2, , ,1, , , , , , , ,1, ,10, ,11, ,13, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,3,3,3,3,3,3,3,3,2,1,6,19, ,98,2,0,4,4, , , , , , , , , , ,1, , , , , , , , , , , , ,1004,5,100,1,2,6,96,1,19,1.49247575927602
3205,3,7,86,2,6, , , , , , , , ,6, , , , , , , , ,6, ,6, , , , , , , , ,6, ,2, , , , , , , , , , , , , , , , , , , ,4, , , , , , , , ,4, , , , , , , , , , , , , , , , , ,8, , , , , , , ,1,1,5,96, ,96, ,9995, ,3, ,3, , , , ,1, , , , , , ,1, ,3, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,1, ,1, , , , , ,96, ,3, , , , , , ,3, , , , , , ,90, , , , , , , , , ,96, , , , ,2, , , ,1,1,5,6, , , , , , , ,5, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2, , ,1, , , , , , , ,1, ,1, ,3, ,6, ,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,96,96,96,1,2,7,21, , ,1, ,4,4, , , , , , , , , , ,1, , , , , , , , , , , , ,1002,1,600,2,1,7, ,2,21,.37508953936346
5156,4,6,79,1,6, , , , , , , , ,6, , , , , , , , ,6, ,6, , , , , , , , ,6, ,2, , , , , , , , , , , , , , , , , , , ,4, , , , , , , , ,4, , , , , , , , , , , , , , , , , ,1,13,7,6, , , , ,1,6,6,1, ,1, ,9995, ,1, ,3, , , , ,1, , , , , , ,1, ,3, , , , , , , , , ,1,6, , , , , , , , ,3, , , , , , , , ,3, ,90, , , , , ,1, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,2, , , ,1,1,1,6, , , , , , , ,1, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, , ,8, , , , , , , ,8, ,3, ,96, ,96, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,7,19, ,98,1, ,4,4, , , , , , , , , , ,1, , , , , , , , , , , , ,3001,2,500,1,1,7,96,2,19,.891683824532909
5171,4,2,86,2,6, , , , , , , , ,6, , , , , , , , ,6, ,6, , , , , , , , ,6, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,16,4,7,1,6, , ,5,5,5,90, ,90, ,9995, ,1, ,3, , , , ,1, , , , , , ,1, ,3, , , , , , , , , ,1,1,4,5,6,8,10, , , ,1,3,4, , , , , , ,3, ,90, , , , , ,1, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,2, , , ,1,1,5,11,10,7,13,2,26, , ,2,5,13, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,6,8,9,12, , , , ,12, ,6, ,8, ,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,2,1,2,7,21, , ,1, ,4,4, , , , , , , , , , ,1, , , , , , , , , , , , ,3002,1,100,2,1,7, ,2,21,.688233098657626
5177,4,4,89,2,6, , , , , , , , ,6, , , , , , , , ,6, ,6, , , , , , , , ,6, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,6, , , , , , , ,5,5,5,1, ,90, ,9995, ,2, ,3, , , , ,1, , , , , , ,1, ,3, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,3, ,90, , , , , ,3, ,3, , , , , , ,90, , , , , , ,90, , , , , , , , , , , , , , ,2, , , ,1,1,10,5,20, , , , , , ,5, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,12, , , , , , , ,12, ,12, ,7, ,6, ,2,3,2,2,2,2,1,2,2,2,3,2,1,2,3,2,3,2,2,2,3,3,2,2,3,2,1,1,5,21, , ,2,0,4,4, , , , , , , , , , ,1, , , , , , , , , , , , ,3002,1,300,2,1,5, ,1,21,1.21480857403099
1314,19,9,26,2,90, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , ,96, ,96, , , , , , , , , , , , , , , , , , , ,96, , , , , , , , , , , , , , , , , , , , , , , , , , ,96, , , , , , , , , , ,1, ,96, ,9996, ,90, ,96, , , , ,90, , , , , , , , , , , , , , , , , , ,96, , , , , , , , , , , , , , , , , , ,96, ,96, , , , , ,96, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,96, , , , , , , , , ,96, ,96, ,96, ,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,2,1,3,96, ,98,5,0,4,2, , , , , , , , ,1, , , , , , , , , , , , , , ,2003,6,200,2,2,1,96,1,96,.909911774175432
117,2,5,83,1,5,1,6,4, , , , , ,1,4,5,6, , , , , ,6, ,1,6, , , , , , , ,1, ,1,5, , , , , , , , ,20,2, , , , , , , , ,1,7, , , , , , , ,1,7, , , , , , , , , , , , , , , , ,4,7,3, , , , , ,1,1,1,1, ,1, ,209, ,1, ,96, , , , ,1, , , , , , ,1, ,3, , , , , , , , , ,1,1, , , , , , , , ,1, , , , , , , , ,1, ,1, , , , , ,1, ,1, , , , , , ,1, , , , , , ,1, , , , ,1,2, , , , , , , , ,2, , , ,1,1,1, , , , , , , , ,1, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,1, , , , , , , ,1, ,96, ,96, ,96, ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,7,19, ,98,1, ,96,1, , , , , , , ,1, , , , , , , , , , , , , , , ,1001,1,400,1,1,7,96,2,19,.738829661745135
1911,6,6,32,1,1, , , , , , , , ,1, , , , , , , , ,1, ,1, , , , , , , , ,1, ,1,6, , , , , , , , ,5,2, , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,6,8, , , , , , ,6,6,6,1, ,1, ,1501, ,2, ,3, , , , ,1,3,5, , , , ,1, ,94,都有，都是主要目的, , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,1, ,90, , , , , ,2, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,1, , , ,2, , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2, , ,1,2,9, , , , , ,1, ,11, ,1, ,4, ,1,2,1,2,2,3,2,96,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,4,22, , ,4,0,4,1, , , , , , , ,1, , , , , , , , , , , , , , , ,5003,6,500,1,2,4, ,1,22,1.67319455886467
2828,1,1,29,2,6, , , , , , , , ,6, , , , , , , , ,6, ,2, , , , , , , , ,2, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,20,6,8, , , , , ,96,6,6,96, ,96, ,9996, ,96, ,96, , , , ,90, , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,96, ,96, , , , , ,96, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,96, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, , ,1, , , , , , , ,1, ,1, ,96, ,96, ,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,98,2,96,96,96,2,1,1,22, , ,3,4,4,1, , , , , , , ,1, , , , , , , , , , , , , , , ,1004,6,100,2,2,1, ,1,22,2.12002248472898
2837,7,7,35,1,6,1, , , , , , , ,1, , , , , , , , ,96, ,1, , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,96, , , , , , , ,6,6,6,1, ,90, ,9996, ,90, ,3, , , , ,90, , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,3, ,90, , , , , ,96, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,5, , ,1, , , , , , , ,1, ,1, ,3, ,96, ,1,96,1,96,2,96,96,3,96,3,3,2,3,3,3,2,3,96,96,3,96,96,3,2,3,96,2,2,4,22, , ,98,98,4,1, , , , , , , ,1, , , , , , , , , , , , , , , ,1004,6,600,1,2,4, ,2,22,.649082854058054
5613,11,12,41,1,90, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , ,90, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,96, , , , , , , , , , ,1, ,90, ,9995, ,90, ,3, , , , ,90, , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,96, ,96, , , , , ,96, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,10, , , , , , , ,10, ,96, ,96, ,96, ,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,5,2,1,22, , ,1, ,4,1, , , , , , , ,1, , , , , , , , , , , , , , , ,3007,6,400,1,5,1, ,2,22,1.78065010581001
